"schema_version","schedule_id","timezone","date","date_label","date_label_en","event_id","event_order","event_type","event_type_en","start_time","end_time","location","location_en","speaker_name","speaker_name_en","speaker_bio","speaker_bio_en","title","title_en","description","description_en","photo","detail_enabled","status_override","is_visible","is_placeholder","source_note"
"3.0","youth","Asia/Yekaterinburg","2026-09-14","14 СЕНТЯБРЯ","14 SEPTEMBER","youth-2026-09-14-event-11","4","ЛЕКЦИЯ","LECTURE","13:30","14:10","бИИ Лекторий","bAI Lecture Hall","Ашот Оганесян","Ashot Oganesyan","","","Экзоинтеллект","Exointelligence","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 27"
"3.0","youth","Asia/Yekaterinburg","2026-09-14","14 СЕНТЯБРЯ","14 SEPTEMBER","youth-2026-09-14-event-12","5","ЛЕКЦИЯ","LECTURE","14:30","15:10","бИИ Лекторий","bAI Lecture Hall","","","","","Киберволонеры","Cyber Volunteers","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 28"
"3.0","youth","Asia/Yekaterinburg","2026-09-14","14 СЕНТЯБРЯ","14 SEPTEMBER","youth-2026-09-14-event-13","6","МАСТЕР-КЛАСС","WORKSHOP","15:30","16:15","бИИ Лекторий","bAI Lecture Hall","Арсен Седиров","Arsen Sedirov","Ведущий Data Scientist Билайн AI, 5+ лет в анализе данных и ИИ, технологически лидирует направление с ИИ-агентами и ассистентами, основные фокусы: генеративный искусственный интеллект и агентные системы.","Lead Data Scientist at Beeline AI with more than five years of experience in data analytics and AI. He provides technical leadership for AI agents and assistants, focusing on generative AI and agent systems.","ИИ-инструменты для учёбы: практикум для студентов","AI Tools for Learning: A Hands-On Workshop for Students","Практикум для тех, кто хочет учиться эффективнее и тратить меньше времени на рутину. Разберём, как с помощью ИИ находить и проверять информацию из открытых источников, готовить презентации, доклады и рефераты. Никакой теории ради теории — только проверенный алгоритм работы с инструментами, который поможет уверенно выступать и сдавать качественные работы быстрее.","A practical workshop for students who want to learn more efficiently and spend less time on routine work. Participants will use AI to find and verify information from open sources and prepare presentations, reports and papers. The focus is a tested workflow that helps students present with confidence and produce stronger work faster.","public/assets/speakers/arsen-sedirov.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 29"
"3.0","youth","Asia/Yekaterinburg","2026-09-14","14 СЕНТЯБРЯ","14 SEPTEMBER","youth-2026-09-14-event-14","7","СПЕЦПРОГРАММА","SPECIAL PROGRAM","16:30","17:10","бИИ Лекторий","bAI Lecture Hall","Лиза Алерт","LizaAlert","","","Лиза Алерт","LizaAlert","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 30"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-15","1","ЛЕКЦИЯ","LECTURE","10:30","11:10","бИИ Лекторий","bAI Lecture Hall","Екатерина Бусыгина","Ekaterina Busygina","Директор по планированию и внедрению ИИ-продуктов Билайн AI, работает на стыке технологий и бизнеса: создаёт и запускает продукты на основе ИИ. 8+ лет преподаёт будущим CDTO и CDO, которые меняют компании с помощью технологий. Ключевая тема — как объединить человеческое мышление и возможности ИИ, чтобы команды достигали большего.","Director of AI Product Planning and Implementation at Beeline AI. She works at the intersection of technology and business, creating and launching AI products. For more than eight years, she has taught future CDTOs and CDOs who transform companies through technology. Her key topic is combining human thinking with AI capabilities so teams can achieve more.","«Один человек — целая ИИ-команда»","One Person, an Entire AI Team","Что произойдёт, если под одну задачу за несколько минут собрать исследователя, аналитика, критика и визуализатора — и каждый из них будет ИИ-агентом? На лекции разберём, как устроены команды цифровых специалистов: как они распределяют роли, взаимодействуют и собирают общий результат. Увидим примеры из исследований и реальных задач, а затем поговорим о новой роли человека — ставить цель, управлять командой ИИ-коллег, оценивать качество её работы и принимать итоговые решения.","What happens when a researcher, analyst, critic and visualiser are assembled for one task in a matter of minutes, and every team member is an AI agent? The lecture explains how teams of digital specialists divide roles, interact and combine their work. Examples from research and real tasks lead to a discussion of the new human role: setting the goal, managing a team of AI colleagues, evaluating the quality of their work and making the final decisions.","public/assets/speakers/ekaterina-busygina.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 32"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-16","2","МАСТЕР-КЛАСС","WORKSHOP","11:30","12:15","бИИ Лекторий","bAI Lecture Hall","Арсен Седиров","Arsen Sedirov","Ведущий Data Scientist Билайн AI, 5+ лет в анализе данных и ИИ, технологически лидирует направление с ИИ-агентами и ассистентами, основные фокусы: генеративный искусственный интеллект и агентные системы.","Lead Data Scientist at Beeline AI with more than five years of experience in data analytics and AI. He provides technical leadership for AI agents and assistants, focusing on generative AI and agent systems.","Создание ИИ-агента: пошаговый практикум","Building an AI Agent: A Step-by-Step Workshop","Чем ИИ-агент отличается от обычного чат-помощника и почему это следующий шаг в автоматизации задач. На практике разберём, как собрать агента, который не просто отвечает на вопросы, а умеет рассуждать, обращаться к нужным инструментам и самостоятельно решать задачи. Пошаговый разбор от идеи до работающего помощника, подключённого к базе знаний. Подойдёт всем, кто хочет понять, как создаются умные системы, и попробовать сделать свою.","What makes an AI agent different from a regular chat assistant, and why is it the next step in task automation? Participants will build an agent that can reason, use the right tools and solve tasks independently instead of simply answering questions. The workshop follows the process from an idea to a working assistant connected to a knowledge base. It is suitable for anyone who wants to understand how intelligent systems are built and try creating one.","public/assets/speakers/arsen-sedirov.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 33"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-17","3","ЛЕКЦИЯ","LECTURE","12:30","13:10","бИИ Лекторий","bAI Lecture Hall","Екатерина Бусыгина","Ekaterina Busygina","Директор по планированию и внедрению ИИ-продуктов Билайн AI, работает на стыке технологий и бизнеса: создаёт и запускает продукты на основе ИИ. 8+ лет преподаёт будущим CDTO и CDO, которые меняют компании с помощью технологий. Ключевая тема — как объединить человеческое мышление и возможности ИИ, чтобы команды достигали большего.","Director of AI Product Planning and Implementation at Beeline AI. She works at the intersection of technology and business, creating and launching AI products. For more than eight years, she has taught future CDTOs and CDOs who transform companies through technology. Her key topic is combining human thinking with AI capabilities so teams can achieve more.","Меньше рутины, больше результата: личная эффективность с ИИ","Less Routine, Better Results: Personal Productivity with AI","ИИ умеет выполнять задачи, а ещё — задавать неудобные вопросы, находить слабые места и показывать ситуацию с неожиданной стороны. На лекции разберём пять практических кейсов: как сравнить несколько вариантов и принять решение, проверить идею на прочность, посмотреть на неё глазами другого человека, отрепетировать собеседование или переговоры и заранее найти риски в своём плане.","AI can complete tasks, ask uncomfortable questions, identify weak points and show a situation from an unexpected angle. The lecture covers five practical cases: comparing options and making a decision, stress-testing an idea, viewing it through someone else’s eyes, rehearsing an interview or negotiation, and identifying risks in a plan before they become problems.","public/assets/speakers/ekaterina-busygina.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 34"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-18","4","СПЕЦПРОГРАММА","SPECIAL PROGRAM","13:30","14:10","бИИ Лекторий","bAI Lecture Hall","Лиза Алерт","LizaAlert","","","Лиза Алерт","LizaAlert","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 35"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-19","5","ЛЕКЦИЯ","LECTURE","14:30","15:10","бИИ Лекторий","bAI Lecture Hall","Ашот Оганесян","Ashot Oganesyan","","","Экзоинтеллект","Exointelligence","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 36"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-20","6","ЛЕКЦИЯ","LECTURE","15:30","16:10","бИИ Лекторий","bAI Lecture Hall","Алексей Паньшин","Alexey Panshin","","","PR интеллект: душа или код? Поможет ли ИИ, если нет естественного?","PR Intelligence: Soul or Code? Can AI Help When Natural Intelligence Falls Short?","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 37"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-21","7","ЛЕКЦИЯ","LECTURE","16:30","17:10","бИИ Лекторий","bAI Lecture Hall","Александр Шейко","Alexander Sheiko","Product Marketing Билайн AI, 5+ лет исследует, как ИИ превращает идею в контент, а контент — в бизнес-результат, эксперт по прикладному использованию ИИ.","Product Marketing specialist at Beeline AI. For more than five years, he has explored how AI turns ideas into content and content into business results. An expert in applied AI.","Контент после кнопки «сгенерировать» или как ИИ меняет правила создания контента","Beyond the Generate Button: How AI Is Changing Content Creation","Пять лет учиться дизайну? Не обязательно. В эпоху кнопки «сгенерировать» техника обесценилась: ценность переехала из «рук» в «голову» — в идею, логику и контроль. Побеждает не тот, кто умеет рисовать, а тот, кто генерирует 100 вариантов и выбирает лучший. Разберём, как устроена новая экономика медиа: — почему нажать кнопку может любой, а собрать цепочку «текст → картинка → видео → пост с музыкой» — только архитектор процессов; — как продакшн за сотни тысяч превращается в контент за сотни рублей и почему выигрывает тот, кто тестирует 20 концепций одновременно; — что ИИ выдаёт «на выходе»: фото товара без фотосессии, живые ролики из статичных картинок, готовые сайты на лету и мультиформат из одной идеи. Главное — где в этой картине твоё место. Штат из пяти человек заменяет один «дирижер ИИ». Профессия будущего — не «художник», а «архитектор смыслов и процессов». Приходи — расскажем, как им стать.","Do you still need five years of design training? Not necessarily. In the age of the Generate button, value is moving from manual technique to ideas, logic and control. The winner is the person who can generate a hundred options and select the best one. The lecture explains the new media economy: why anyone can press a button but only a process architect can build a text-to-image-to-video content pipeline; how expensive production becomes low-cost rapid experimentation; and how AI can produce product photos, animated videos, websites and multiple formats from one idea. The key question is where people fit into this system. The future role is less about operating tools and more about directing AI, meaning and processes.","public/assets/speakers/alexander-sheiko.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 38"
"3.0","youth","Asia/Yekaterinburg","2026-09-15","15 СЕНТЯБРЯ","15 SEPTEMBER","youth-2026-09-15-event-22","8","СПЕЦПРОГРАММА","SPECIAL PROGRAM","17:30","18:10","бИИ Лекторий","bAI Lecture Hall","Арсен Седиров","Arsen Sedirov","Ведущий Data Scientist Билайн AI, 5+ лет в анализе данных и ИИ, технологически лидирует направление с ИИ-агентами и ассистентами, основные фокусы: генеративный искусственный интеллект и агентные системы.","Lead Data Scientist at Beeline AI with more than five years of experience in data analytics and AI. He provides technical leadership for AI agents and assistants, focusing on generative AI and agent systems.","Будущее технологий (не только ИИ)","The Future of Technology, Not Just AI","Мир меняется быстрее, чем мы успеваем заметить. В этой лекции — обзор ключевых направлений, которые уже завтра могут перевернуть нашу жизнь: от космических проектов и новых способов хранения данных до прорывов в науке и технологиях. Разговор о том, какие идеи сегодня кажутся фантастикой, а завтра станут частью реальности — и какую роль в этом сыграет искусственный интеллект.","The world is changing faster than we can notice. This lecture reviews key areas that may transform our lives tomorrow, from space projects and new ways of storing data to breakthroughs in science and technology. It explores which ideas seem like science fiction today but may soon become reality, and the role artificial intelligence will play in that change.","public/assets/speakers/arsen-sedirov.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 39"
"3.0","youth","Asia/Yekaterinburg","2026-09-16","16 СЕНТЯБРЯ","16 SEPTEMBER","youth-2026-09-16-event-23","1","МАСТЕР-КЛАСС","WORKSHOP","10:30","11:15","бИИ Лекторий","bAI Lecture Hall","Арсен Седиров","Arsen Sedirov","Ведущий Data Scientist Билайн AI, 5+ лет в анализе данных и ИИ, технологически лидирует направление с ИИ-агентами и ассистентами, основные фокусы: генеративный искусственный интеллект и агентные системы.","Lead Data Scientist at Beeline AI with more than five years of experience in data analytics and AI. He provides technical leadership for AI agents and assistants, focusing on generative AI and agent systems.","ИИ-инструменты для учёбы: практикум для студентов","AI Tools for Learning: A Hands-On Workshop for Students","Практикум для тех, кто хочет учиться эффективнее и тратить меньше времени на рутину. Разберём, как с помощью ИИ находить и проверять информацию из открытых источников, готовить презентации, доклады и рефераты. Никакой теории ради теории — только проверенный алгоритм работы с инструментами, который поможет уверенно выступать и сдавать качественные работы быстрее.","A practical workshop for students who want to learn more efficiently and spend less time on routine work. Participants will use AI to find and verify information from open sources and prepare presentations, reports and papers. The focus is a tested workflow that helps students present with confidence and produce stronger work faster.","public/assets/speakers/arsen-sedirov.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 41"
"3.0","youth","Asia/Yekaterinburg","2026-09-16","16 СЕНТЯБРЯ","16 SEPTEMBER","youth-2026-09-16-event-24","2","МАСТЕР-КЛАСС","WORKSHOP","11:30","12:15","бИИ Лекторий","bAI Lecture Hall","Александр Шейко","Alexander Sheiko","Product Marketing Билайн AI, 5+ лет исследует, как ИИ превращает идею в контент, а контент — в бизнес-результат, эксперт по прикладному использованию ИИ.","Product Marketing specialist at Beeline AI. For more than five years, he has explored how AI turns ideas into content and content into business results. An expert in applied AI.","Контент на турбо: создаём ролики и сайты с ИИ","Content on Turbo: Creating Videos and Websites with AI","На мастер-классе разберем, как соединять нейросети в автоматические цепочки (пайплайны), чтобы создавать контент без навыков дизайна и программирования. Вы научитесь их настраивать и редактировать: от идеи и референса до готового рекламного ролика или сайта. Это возможность увидеть, как устроена автоматизация изнутри, и собрать готовый пример работы для своих проектов.","This workshop shows how to connect neural networks into automated pipelines and create content without design or programming skills. Participants will learn to configure and edit these pipelines, moving from an idea and reference to a finished advertising video or website. It is an opportunity to see automation from the inside and build a practical example for personal projects.","public/assets/speakers/alexander-sheiko.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 42"
"3.0","youth","Asia/Yekaterinburg","2026-09-16","16 СЕНТЯБРЯ","16 SEPTEMBER","youth-2026-09-16-event-25","3","ЛЕКЦИЯ","LECTURE","12:30","13:10","бИИ Лекторий","bAI Lecture Hall","Арсен Седиров","Arsen Sedirov","Ведущий Data Scientist Билайн AI, 5+ лет в анализе данных и ИИ, технологически лидирует направление с ИИ-агентами и ассистентами, основные фокусы: генеративный искусственный интеллект и агентные системы.","Lead Data Scientist at Beeline AI with more than five years of experience in data analytics and AI. He provides technical leadership for AI agents and assistants, focusing on generative AI and agent systems.","Вайбкодинг без факапов: где ИИ-код ломается и как это исправить","Vibe Coding Without the Failures: Where AI Code Breaks and How to Fix It","Всё больше людей создают проекты с помощью ИИ, но не у всех получается с первого раза. Эта лекция — о том, как не наступить на типичные грабли при создании своего продукта: какие подводные камни ждут на пути, где ИИ-код чаще всего ломается и как этого избежать. Полезно всем, кто хочет использовать нейросети для разработки без разочарований и лишних ошибок.","More people are building projects with AI, but not everyone succeeds on the first try. This lecture explains the common pitfalls of creating an AI-assisted product, where AI-generated code tends to break, and how to avoid these problems. It is for anyone who wants to use neural networks for development without unnecessary frustration and mistakes.","public/assets/speakers/arsen-sedirov.jpg","true","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 43"
"3.0","youth","Asia/Yekaterinburg","2026-09-16","16 СЕНТЯБРЯ","16 SEPTEMBER","youth-2026-09-16-event-26","4","ЛЕКЦИЯ","LECTURE","13:30","14:10","бИИ Лекторий","bAI Lecture Hall","Ашот Оганесян","Ashot Oganesyan","","","Экзоинтеллект","Exointelligence","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 44"
"3.0","youth","Asia/Yekaterinburg","2026-09-16","16 СЕНТЯБРЯ","16 SEPTEMBER","youth-2026-09-16-event-27","5","ЛЕКЦИЯ","LECTURE","14:30","15:10","бИИ Лекторий","bAI Lecture Hall","Алексей Паньшин","Alexey Panshin","","","PR интеллект: душа или код? Поможет ли ИИ, если нет естественного?","PR Intelligence: Soul or Code? Can AI Help When Natural Intelligence Falls Short?","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 45"
"3.0","youth","Asia/Yekaterinburg","2026-09-16","16 СЕНТЯБРЯ","16 SEPTEMBER","youth-2026-09-16-event-28","6","СПЕЦПРОГРАММА","SPECIAL PROGRAM","15:30","16:10","бИИ Лекторий","bAI Lecture Hall","Лиза Алерт","LizaAlert","","","Лиза Алерт","LizaAlert","","","","false","","true","false","Программа_деловая_для_Дмитрия_Бабенко.xlsx, Лист1, строка 46"
